from,to,amount,miner,mined_amount
1CHRKZSfpDf6KeaZjSkNUHq9473HWYyNwc,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,62,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,21
13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,2717,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,661
19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,1499,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,63
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,219,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,28
1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,1900,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,404
1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,25894,1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,2879
1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,1321,1CHRKZSfpDf6KeaZjSkNUHq9473HWYyNwc,28
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,102,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,4
1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,865,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,208
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,8,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,3
1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,14235,1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,291
191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,39789,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,9015
1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,59,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,3
1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,1763,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,471
1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,17223,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,900
1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,156,1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,8
1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,961,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,56
19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,2071,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,387
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,39,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,3
19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,953,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,234
1C2QgtnX8uJjdsB7YBXzLVtSnc8HdiaW1W,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,24,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,8
14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,4309,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,418
1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,4379,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,325
1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,10909,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,999
1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,17575,1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,1406
17hkhmJ657YdP5ce9MA85sx6iun153BmFE,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,17802,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,184
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,31387,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,1607
1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,27805,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,5180
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,21654,1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,5436
17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,818,1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,199
1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,4881,13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,1418
1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,2454,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,46
164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,774,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,28
1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,43355,1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,14382
1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,2267,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,330
1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,1053,1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,171
1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,3886,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,729
18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,7086,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,292
1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,29426,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,2403
1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,507,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,13
14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,311,1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,90
1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,3090,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,343
1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,133,1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,16
1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,13002,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,1304
1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,399,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,45
1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,22,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,3
1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,4618,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,406
191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,21633,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,6825
1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,142,18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,33
1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,4963,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,184
1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,30,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,7
1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,13602,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,3601
1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,744,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,50
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,11450,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,1576
12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,726,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,175
1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,68,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,20
1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,8138,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,34
1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,1138,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,316
19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,1109,1CHRKZSfpDf6KeaZjSkNUHq9473HWYyNwc,253
1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,4840,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,46
1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,1794,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,594
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,23660,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,7771
14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,55800,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,18367
17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,3082,1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,523
1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,1034,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,221
16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,8234,1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,1643
17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,1825,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,472
14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,2152,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,489
12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,587,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,82
1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,1967,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,324
1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,11412,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,3472
19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,559,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,47
1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,3048,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,85
1KMEppk1eGa76pawUEdSnkmZpDrqCp6FrN,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,7968,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,1323
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,1AhuUQdovKNjjy7p6BR9LVnRh1KjQ7Hmdy,20,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,4
1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,342,1AhuUQdovKNjjy7p6BR9LVnRh1KjQ7Hmdy,73
1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,20779,1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,2927
1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1726,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,325
1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,1438,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,49
1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,416,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,46
1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,235,1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,57
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,31,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,5
1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,4516,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,52
1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,956,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,166
1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,2335,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,134
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,21337,18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,6058
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,4851,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,1302
1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,1613,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,233
1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1645,1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,238
1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,11854,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,691
1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,16,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,3
1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,9076,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,47
17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,18408,18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,2089
126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,40,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,12
13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,412,1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,110
1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,29443,1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,8240
1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,8082,1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,101
1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,37126,1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,2279
1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,11252,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,2611
1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,1748,1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,412
1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,1714,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,276
19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,8559,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,2026
1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,15772,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,3101
1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,13384,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,1349
1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,49629,1C2QgtnX8uJjdsB7YBXzLVtSnc8HdiaW1W,15792
1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,227,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,67
17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,1047,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,135
17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,34997,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,7893
14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,9248,1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,1896
1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,527,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,111
164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,6423,14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,1958
1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,39179,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,6252
1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,2069,1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,187
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,1C2QgtnX8uJjdsB7YBXzLVtSnc8HdiaW1W,704,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,6
1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,14,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,2
17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,634,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,177
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,1503,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,374
1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,41948,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,11036
19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,17195,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,1410
1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,25934,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,379
1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,110,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,19
1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,73196,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,23418
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,15,1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,2
1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,7367,1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,187
1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,935,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,163
14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,10916,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,3032
1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,61335,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,6864
19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,1806,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,167
1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,22964,1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,3929
1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,17122,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,2847
1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,18041,1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,2837
1AhuUQdovKNjjy7p6BR9LVnRh1KjQ7Hmdy,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,724,1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,225
1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,1304,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,131
14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,8699,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,1364
1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,1560,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,161
